Store_name,Latitude,Longitude,Postal Code,Subarb,City,Country,URL Details,Phone_no,Off_days
Melbourne Branch,-37.8175423,144.9394923,3008,Docklands ,VIC,Australia ,https://www.beyondbank.com.au/locate-us/melbourne.html,03 9608 8300,Saturday - Sunday
